date,open,high,low,close,volume,money
2024-04-19,5.7276,5.738,5.7151,5.7212,53798256,307792679.62
2024-04-22,5.7873,5.8086,5.7682,5.7776,47199537,272697730.54
2024-04-23,5.7528,5.7529,5.7281,5.7321,50868604,291584075.84
2024-04-24,5.6633,5.6649,5.6447,5.6613,54898044,310796627.94
2024-04-25,5.5125,5.53,5.5034,5.5073,61084368,336410218.93
2024-04-26,5.5864,5.5926,5.5775,5.5844,48863862,272875634.75
2024-04-29,5.5694,5.5985,5.5651,5.5874,54830818,306360847.23
2024-04-30,5.5933,5.622,5.5913,5.6052,45978429,257717449.78
2024-05-01,5.5509,5.5552,5.5241,5.5457,58513826,324499571.97
2024-05-02,5.6385,5.6483,5.6338,5.6434,55791565,314855818.32
2024-05-03,5.7196,5.7387,5.7193,5.7202,54249981,310318618.6
2024-05-06,5.6959,5.7134,5.6658,5.7121,54321362,310290498.82
2024-05-07,5.6728,5.6822,5.6454,5.6695,50006377,283513529.17
2024-05-08,5.6397,5.6491,5.6054,5.643,56009747,316062935.41
2024-05-09,5.584,5.5905,5.5735,5.5819,55544674,310046567.39
2024-05-10,5.5878,5.5908,5.5819,5.5857,51221929,286109472.6
2024-05-13,5.5214,5.5607,5.4898,5.5394,50828863,281559778.55
2024-05-14,5.599,5.6029,5.5705,5.5866,59430623,332017489.66
2024-05-15,5.5462,5.5837,5.5336,5.5603,51085699,284049934.94
2024-05-16,5.5311,5.5425,5.5177,5.5344,57478917,318113512.22
2024-05-17,5.6513,5.678,5.634,5.6565,49446111,279693681.03
2024-05-20,5.6126,5.6217,5.5994,5.601,50228179,281329823.08
2024-05-21,5.4823,5.4952,5.4474,5.4811,58378622,319977430.47
2024-05-22,5.5215,5.5258,5.4902,5.5109,64965676,358019260.04
2024-05-23,5.3567,5.3648,5.3538,5.3545,57291376,306766742.44
2024-05-24,5.3757,5.3943,5.3589,5.376,55801807,299988790.56
2024-05-27,5.4432,5.4528,5.4334,5.452,58861954,320915509.58
2024-05-28,5.4539,5.4699,5.4389,5.459,50425160,275270652.91
2024-05-29,5.4618,5.477,5.446,5.4613,55987950,305769297.93
2024-05-30,5.3111,5.3173,5.3082,5.3084,53764036,285399695.22
2024-05-31,5.3446,5.3587,5.3229,5.3514,47884554,256249892.22
2024-06-03,5.398,5.4058,5.3815,5.3828,65152138,350700764.29
2024-06-04,5.3,5.3174,5.2802,5.2968,54758937,290046378.63
2024-06-05,5.4302,5.4588,5.4228,5.4422,51389125,279670245.05
2024-06-06,5.3673,5.373,5.32,5.3513,53906252,288471090.78
2024-06-07,5.211,5.2377,5.1894,5.2286,51795796,270818088.27
2024-06-10,5.1033,5.1289,5.0923,5.0992,57040415,290860447.34
2024-06-11,5.0971,5.1245,5.0925,5.1026,42597177,217355685.25
2024-06-12,5.1445,5.1641,5.1206,5.1283,60123503,308332318.73
2024-06-13,5.1703,5.1776,5.1571,5.1616,48419810,249924779.48
2024-06-14,5.1269,5.1632,5.118,5.1388,46952251,241280238.29
2024-06-17,5.0925,5.1053,5.054,5.0822,66484812,337891218.05
2024-06-18,5.1234,5.1551,5.1226,5.1441,62051727,319199889.95
2024-06-19,5.0899,5.1062,5.0685,5.0814,51270817,260526531.05
2024-06-20,4.9971,5.0015,4.9958,4.9975,66864970,334160170.87
2024-06-21,5.0888,5.1059,5.0659,5.0981,61514047,313603419.81
2024-06-24,5.1224,5.1256,5.1096,5.1123,57988554,296454955.32
2024-06-25,5.1557,5.1604,5.1373,5.1477,57473860,295857504.17
2024-06-26,5.1966,5.2083,5.1924,5.1945,52066448,270461623.75
2024-06-27,5.1577,5.1953,5.1518,5.1547,55625794,286732958.01
2024-06-28,5.1221,5.1534,5.1116,5.1179,71758571,367253202.76
2024-07-01,5.1619,5.184,5.1479,5.1656,57395156,296477783.09
2024-07-02,5.1284,5.1298,5.1148,5.1227,54311601,278219427.23
2024-07-03,5.1292,5.1544,5.1261,5.1484,61257384,315374539.05
2024-07-04,5.1087,5.164,5.0827,5.1435,59741358,307276704.34
2024-07-05,5.0644,5.089,5.0562,5.0597,53191662,269133077.15
