date,open,high,low,close,volume,money
2024-04-19,0.9941,1.0021,0.9937,0.9996,53545915,53524079.94
2024-04-22,0.9967,1.0023,0.9964,0.999,52850963,52799156.21
2024-04-23,1.0,1.0011,0.9991,0.9992,48790897,48752102.5
2024-04-24,0.9992,1.0042,0.9981,1.0001,53444546,53449808.88
2024-04-25,1.003,1.0036,0.9958,1.0,53304094,53304092.4
2024-04-26,1.003,1.0053,0.9961,1.0003,52208723,52225038.36
2024-04-29,0.9981,1.0027,0.995,1.0009,63076553,63132976.35
2024-04-30,0.9981,1.0062,0.9973,1.0016,49522547,49603529.48
2024-05-01,1.0024,1.0059,1.0005,1.0008,49040966,49079823.33
2024-05-02,1.0015,1.0039,0.998,1.0013,46776836,46838193.67
2024-05-03,1.0028,1.004,0.9988,1.0013,56402673,56478476.25
2024-05-06,1.0019,1.0022,0.9984,1.0008,41404391,41437181.08
2024-05-07,1.0005,1.0023,0.9999,1.0002,49665796,49673941.79
2024-05-08,0.9982,1.0016,0.998,1.0,50528869,50528201.18
2024-05-09,1.0004,1.0043,0.9959,0.999,42524150,42483483.53
2024-05-10,1.0012,1.0017,0.9972,0.9976,50248968,50130235.77
2024-05-13,0.9958,0.9992,0.9948,0.9978,36118939,36037693.64
2024-05-14,1.0019,1.0041,0.9974,0.9986,48779182,48709604.27
2024-05-15,0.9978,1.0019,0.9956,0.9984,45877834,45803639.34
2024-05-16,0.9996,1.0013,0.9987,0.9992,53378990,53334784.64
2024-05-17,0.9975,0.9995,0.9945,0.9988,48737839,48680437.71
2024-05-20,0.9959,1.0017,0.9927,0.9979,51694100,51584428.06
2024-05-21,0.9986,0.9999,0.9961,0.9964,51597286,51412073.28
2024-05-22,0.9932,0.9973,0.9907,0.9956,62166893,61896045.91
2024-05-23,0.9976,1.002,0.9947,0.9971,48926358,48786481.69
2024-05-24,0.9961,0.9973,0.9959,0.997,50713762,50559755.46
2024-05-27,0.9991,1.0043,0.9919,0.9952,48367467,48135484.67
2024-05-28,0.9942,0.9984,0.9935,0.9953,51757389,51511657.73
2024-05-29,0.9937,0.9963,0.989,0.9949,55690305,55407229.65
2024-05-30,0.9973,1.003,0.9864,0.9945,51517022,51233390.88
2024-05-31,0.9931,0.9965,0.9896,0.9939,51458167,51144646.18
2024-06-03,0.9915,0.9963,0.9906,0.9931,55000891,54622330.63
2024-06-04,0.9941,0.9948,0.9921,0.9928,54006422,53617498.08
2024-06-05,0.9921,0.9932,0.988,0.991,44045371,43651082.11
