date,open,high,low,close,volume,money
2024-04-19,1.4786,1.4802,1.4776,1.4802,109766823,162474452.35
2024-04-22,1.4567,1.4642,1.4548,1.459,109897769,160337765.66
2024-04-23,1.4608,1.4717,1.4535,1.4625,104290698,152526805.24
2024-04-24,1.5114,1.513,1.5013,1.5079,106649230,160816303.43
2024-04-25,1.4975,1.5023,1.4949,1.497,116425167,174285144.68
2024-04-26,1.4577,1.4651,1.455,1.4586,121557504,177308646.9
2024-04-29,1.4295,1.4334,1.4263,1.4317,105498170,151037554.51
2024-04-30,1.4968,1.5013,1.486,1.4948,109274864,163344281.1
2024-05-01,1.483,1.484,1.4824,1.483,105338228,156219221.47
2024-05-02,1.4422,1.4496,1.4373,1.4422,107291306,154736630.57
2024-05-03,1.4298,1.4327,1.4237,1.4325,127453922,182577885.75
2024-05-06,1.4426,1.4447,1.4366,1.4435,119414755,172376885.73
2024-05-07,1.4519,1.4565,1.4499,1.4542,110443055,160608705.27
2024-05-08,1.5239,1.5288,1.5164,1.5215,103459710,157411902.06
2024-05-09,1.5153,1.5175,1.5134,1.5153,95317878,144431817.24
2024-05-10,1.4564,1.4618,1.4506,1.4608,101695069,148557705.44
2024-05-13,1.5171,1.518,1.5088,1.5154,102176314,154842301.0
2024-05-14,1.5257,1.534,1.5243,1.5267,98419508,150255106.71
2024-05-15,1.5456,1.5519,1.5341,1.5385,114080920,175511328.62
2024-05-16,1.514,1.5157,1.5116,1.5144,122321799,185240338.17
2024-05-17,1.4792,1.4822,1.474,1.4779,135356694,200047951.9
2024-05-20,1.5349,1.5377,1.5296,1.5358,82557512,126795716.65
2024-05-21,1.4806,1.4872,1.4796,1.4817,93923268,139161489.9
2024-05-22,1.4605,1.4617,1.4572,1.4605,93438358,136466045.87
2024-05-23,1.4219,1.4219,1.4166,1.4216,107470529,152774921.94
2024-05-24,1.474,1.4783,1.4711,1.4724,110969781,163392563.66
2024-05-27,1.4905,1.4932,1.4822,1.4846,112938371,167666144.63
2024-05-28,1.4624,1.4677,1.4558,1.4603,107366244,156785671.98
2024-05-29,1.4895,1.4908,1.4841,1.4862,102689218,152620978.31
2024-05-30,1.5524,1.5598,1.5468,1.558,98066382,152789809.36
2024-05-31,1.529,1.531,1.5186,1.5232,87567928,133383405.0
2024-06-03,1.4849,1.4966,1.4795,1.4916,114531328,170838151.57
2024-06-04,1.5085,1.5095,1.5041,1.5068,101671694,153195709.78
2024-06-05,1.5194,1.5203,1.5119,1.5163,90116564,136646124.56
2024-06-06,1.4767,1.479,1.4709,1.4763,96532693,142509835.49
2024-06-07,1.4516,1.4566,1.4433,1.4546,100170007,145704015.05
2024-06-10,1.4623,1.4653,1.4498,1.4546,100301467,145900743.57
2024-06-11,1.4889,1.4897,1.4788,1.4858,87285361,129692689.8
2024-06-12,1.435,1.4358,1.4289,1.4345,111795936,160367466.67
2024-06-13,1.4644,1.4649,1.4554,1.4585,128043569,186754094.16
2024-06-14,1.4852,1.4884,1.4756,1.4771,112364693,165978536.08
2024-06-17,1.5503,1.5535,1.5451,1.5527,91533154,142127356.76
2024-06-18,1.4679,1.4699,1.4605,1.4667,103030708,151111215.22
2024-06-19,1.4494,1.4584,1.4479,1.4554,98461160,143302341.47
2024-06-20,1.4395,1.4429,1.437,1.4424,120907160,174400209.51
2024-06-21,1.4978,1.4996,1.4904,1.4974,121886216,182513173.97
2024-06-24,1.4611,1.4611,1.4545,1.4563,118923700,173188368.67
2024-06-25,1.4401,1.4464,1.4347,1.4378,104473245,150211039.32
2024-06-26,1.4569,1.466,1.4433,1.4477,105389234,152571440.53
2024-06-27,1.4726,1.4798,1.4647,1.4705,120644603,177410822.34
2024-06-28,1.4829,1.4898,1.4803,1.4893,104507847,155643938.94
2024-07-01,1.4424,1.4475,1.4396,1.4443,120806981,174486382.51
2024-07-02,1.5208,1.5212,1.5061,1.5159,83863293,127132413.52
2024-07-03,1.4944,1.4967,1.4864,1.4916,98800972,147370296.44
2024-07-04,1.5084,1.515,1.508,1.509,115098650,173678804.03
2024-07-05,1.5499,1.5537,1.5426,1.5462,107913754,166851334.94
2024-07-08,1.5363,1.5448,1.5304,1.5338,111024973,170288181.36
2024-07-09,1.558,1.5619,1.5493,1.5554,104299312,162228556.01
2024-07-10,1.4936,1.5085,1.4841,1.4998,106336352,159478538.5
2024-07-11,1.4968,1.5011,1.4937,1.4961,104759991,156734304.76
2024-07-12,1.4724,1.4806,1.4693,1.4774,130006223,192065533.56
2024-07-15,1.4193,1.4313,1.4187,1.423,83154657,118332845.11
2024-07-16,1.4029,1.4055,1.3991,1.3997,126296812,176777367.11
2024-07-17,1.3651,1.3658,1.3646,1.3649,100327760,136942186.94
2024-07-18,1.3992,1.4005,1.394,1.3981,100674127,140752418.37
2024-07-19,1.3732,1.3746,1.3696,1.3702,130508348,178823709.53
2024-07-22,1.3165,1.3262,1.3115,1.3186,127731203,168423210.27
2024-07-23,1.3095,1.3124,1.3086,1.312,120654738,158302926.42
2024-07-24,1.3007,1.3043,1.2964,1.301,116687655,151809682.1
2024-07-25,1.3884,1.3891,1.3875,1.3883,120785133,167688894.62
2024-07-26,1.4511,1.4537,1.4457,1.4526,119428355,173482610.66
2024-07-29,1.4589,1.4688,1.4572,1.4594,106414623,155299805.59
2024-07-30,1.4365,1.4442,1.43,1.4312,108827927,155753898.65
2024-07-31,1.5155,1.5188,1.5144,1.5167,100406869,152287810.47
2024-08-01,1.5278,1.5335,1.5243,1.5281,114460069,174908441.95
2024-08-02,1.4609,1.4664,1.4602,1.4638,95039787,139120697.49
2024-08-05,1.4767,1.4809,1.4745,1.4791,93472990,138252850.38
2024-08-06,1.4179,1.4239,1.4118,1.4164,115903041,164168776.86
2024-08-07,1.4622,1.4639,1.4605,1.4622,107174638,156706256.46
2024-08-08,1.4791,1.4817,1.4751,1.4777,89655113,132483153.76
2024-08-09,1.4337,1.4369,1.4269,1.435,126842698,182020184.16
2024-08-12,1.4169,1.419,1.4109,1.4126,117431449,165888063.45
2024-08-13,1.3401,1.3437,1.3342,1.3354,123747283,165251804.28
2024-08-14,1.3951,1.3977,1.3911,1.3953,104429631,145711669.22
2024-08-15,1.4021,1.4037,1.3912,1.3981,106393881,148746095.04
2024-08-16,1.4272,1.4312,1.4193,1.4218,116421390,165528287.26
2024-08-19,1.4695,1.4706,1.4683,1.4699,110521808,162454795.43
2024-08-20,1.4517,1.4591,1.4475,1.454,102430907,148939159.25
2024-08-21,1.4352,1.442,1.4284,1.4323,128559533,184130382.54
2024-08-22,1.4173,1.4195,1.4133,1.414,96323533,136203625.99
2024-08-23,1.4196,1.425,1.4195,1.4245,106737328,152051244.62
2024-08-26,1.3874,1.3991,1.3862,1.3933,109087249,151992659.87
2024-08-27,1.378,1.3822,1.3764,1.38,97092181,133982487.2
2024-08-28,1.3942,1.3962,1.387,1.3893,126654054,175958660.79
2024-08-29,1.395,1.3977,1.3912,1.3937,130419834,181771594.34
2024-08-30,1.3741,1.3757,1.3702,1.3726,109740595,150635379.29
2024-09-02,1.3296,1.3361,1.3252,1.3337,100414867,133920340.68
2024-09-03,1.3122,1.3168,1.3099,1.3135,137426808,180516244.08
2024-09-04,1.3308,1.3371,1.3283,1.3351,123419238,164774617.79
2024-09-05,1.379,1.3818,1.3742,1.3815,128082465,176950704.07
2024-09-06,1.425,1.4276,1.4226,1.4228,102718239,146152120.61
2024-09-09,1.4123,1.4234,1.4105,1.4121,116279475,164202521.72
2024-09-10,1.4357,1.4454,1.435,1.4358,93860585,134760906.94
2024-09-11,1.449,1.4523,1.445,1.4501,109220182,158377637.56
2024-09-12,1.5065,1.5083,1.5035,1.5076,102685722,154804294.5
2024-09-13,1.4775,1.4865,1.4749,1.4771,105503935,155838882.9
2024-09-16,1.521,1.5251,1.5206,1.5236,101018869,153915134.72
2024-09-17,1.5412,1.5441,1.5383,1.5395,94777986,145910778.83
2024-09-18,1.5329,1.5389,1.5283,1.5341,108455784,166383713.62
2024-09-19,1.642,1.6441,1.6363,1.637,114420985,187302520.5
2024-09-20,1.7101,1.7196,1.7079,1.718,109294696,187769309.86
2024-09-23,1.6506,1.6538,1.6501,1.6507,88905621,146755828.3
2024-09-24,1.6547,1.6602,1.643,1.6571,84615618,140214450.25
2024-09-25,1.691,1.6955,1.6855,1.6903,108954574,184169027.46
2024-09-26,1.7397,1.7434,1.7388,1.7413,97950832,170563052.86
2024-09-27,1.685,1.6893,1.6842,1.6882,97736532,165003677.88
2024-09-30,1.7096,1.7139,1.7049,1.7088,82547787,141060619.39
2024-10-01,1.7233,1.7272,1.7181,1.72,97754454,168134090.05
