date,open,high,low,close,volume,money
2024-04-19,99.967,100.4511,99.8283,99.9628,855058,85473969.32
2024-04-22,100.119,100.2361,99.8984,100.0632,817962,81847909.87
2024-04-23,100.106,100.6102,99.735,100.0445,680284,68058685.1
2024-04-24,99.907,100.3832,99.6469,100.106,901822,90277774.37
2024-04-25,99.7593,100.1608,99.5608,100.0154,847200,84733029.78
2024-04-26,99.8484,100.0961,99.6162,99.9041,713306,71262170.65
2024-04-29,100.1838,100.5006,99.8498,99.9052,923325,92244972.87
2024-04-30,99.8684,99.9947,99.6394,99.8724,753099,75213817.76
2024-05-01,100.0819,100.3714,99.8432,99.8825,731994,73113354.99
2024-05-02,99.7337,100.1735,99.5851,99.9274,774788,77422575.23
2024-05-03,100.1712,100.5493,99.5725,99.9557,885558,88516578.56
2024-05-06,99.5065,100.2694,99.1134,99.9301,818037,81746508.32
2024-05-07,100.164,100.3089,99.3324,99.8589,718897,71788236.63
2024-05-08,99.7757,99.9572,99.6266,99.7778,832915,83106412.81
2024-05-09,100.0612,100.1073,99.6811,99.7996,859394,85767187.88
2024-05-10,100.1698,100.4894,99.7951,99.9399,728389,72795119.57
2024-05-13,100.181,100.2251,99.6403,99.9424,812337,81186926.3
2024-05-14,100.0803,100.3053,99.2988,99.8501,749379,74825593.58
2024-05-15,99.9632,100.2436,99.353,99.8392,848735,84737019.85
2024-05-16,99.7749,100.2645,99.2808,99.9056,746713,74600829.4
2024-05-17,99.9395,100.1903,99.8718,99.924,596917,59646363.63
2024-05-20,99.6941,100.2929,99.6325,99.827,805160,80376719.7
2024-05-21,99.619,100.3171,99.2544,99.8309,747473,74620912.08
2024-05-22,99.8531,99.893,99.5112,99.8775,729865,72897062.25
2024-05-23,100.0423,100.0646,99.815,99.9475,817615,81718534.5
2024-05-24,99.6767,99.9797,99.6689,99.7906,739164,73761634.9
2024-05-27,99.6098,100.0756,99.0903,99.7607,910183,90800464.38
2024-05-28,99.806,99.8154,99.4708,99.8041,737516,73607089.54
2024-05-29,99.5414,100.0023,99.173,99.9614,862320,86198734.37
2024-05-30,100.1831,100.3161,99.697,100.0584,810249,81072236.4
2024-05-31,100.0907,100.3577,99.758,99.9733,867893,86766150.39
2024-06-03,100.2686,100.5217,99.5058,100.0538,807181,80761521.87
2024-06-04,99.8925,100.0682,99.8577,100.0219,698328,69848061.82
2024-06-05,100.2089,100.547,99.8381,100.0149,838361,83848589.1
